Time,Displacement,Force
0.0289942,0.024161833333333334,1.02977085
0.0846191,0.07051591666666668,0.89689719
0.1869415,0.15578458333333334,0.98231598
0.2864884,0.23874033333333333,0.82096939
0.386321,0.3219341666666667,1.08671671
0.4876946,0.4064121666666667,0.80198744
0.587448,0.48954,0.77826
0.6875052,0.572921,1.29551817
0.7881559,0.6567965833333334,1.22433585
0.8903704,0.7419753333333333,1.21959037
0.9898338,0.8248615,1.11518963
1.0897301,0.9081084166666666,0.83046037
1.1869566,0.9891305,1.11993512
1.2889048,1.0740873333333334,1.08197122
1.3896995,1.1580829166666669,1.02502537
1.4893974,1.2411645000000002,1.01553439
1.5869276,1.322439666666667,1.06773476
1.6851892,1.4043243333333333,0.62640439
1.7876546,1.4897121666666666,0.59318598
1.9065692,1.5888076666666668,0.92062463
2.0089535,1.6741279166666667,1.09146219
2.0977511,1.7481259166666667,1.1294261
2.1947471,1.8289559166666667,1.0107889
2.2959655,1.9133045833333333,0.81147841
2.3965022,1.9970851666666667,0.95858854
2.497461,2.0812175,1.04400732
2.5990439,2.165869916666667,0.95384305
2.7000415,2.2500345833333335,0.95858854
2.8006222,2.333851833333333,0.96807951
2.895696,2.4130800000000003,1.02977085
2.9929038,2.4940865000000003,1.00129793
3.0932688,2.5777240000000003,1.20060841
3.1927819,2.6606515833333333,1.21009939
3.2968192,2.747349333333333,1.03926183
3.3905936,2.8254946666666667,1.15315354
3.494033,2.911694166666667,1.17688098
3.584314,2.9869283333333336,1.21009939
3.6920108,3.0766756666666666,1.23857232
3.7840436,3.153369666666667,1.15315354
3.894034,3.2450283333333334,1.13891707
3.988868,3.324056666666667,1.10569866
4.0900629,3.4083857500000003,1.02977085
4.1973257,3.497771416666667,1.23857232
4.296269,3.5802241666666665,1.07722573
4.3989124,3.665760333333334,0.81147841
4.50613,3.7551083333333333,0.86842427
4.5978955,3.8315795833333333,0.87316976
4.7122236,3.926853,0.9348611
4.8016151,4.001345916666667,0.91587915
4.8933022,4.077751833333333,0.78775098
5.0066827,4.172235583333333,0.89689719
5.0999994,4.2499995,1.0107889
5.1952402,4.329366833333333,0.52200366
5.2950444,4.412537,0.75453256
5.3831356,4.485946333333334,1.0487528
5.5283492,4.606957666666667,0.87316976
5.6143607,4.678633916666667,0.63114988
5.6973972,4.747831000000001,0.56471305
5.7793697,4.816141416666667,0.54098561
5.8870404,4.905867000000001,0.75453256
5.9944139,4.995344916666666,0.94909756
6.0920949,5.076745750000001,1.02977085
6.1887821,5.157318416666667,1.23857232
6.30246,5.2520500000000006,1.19586293
6.3990411,5.33253425,0.80198744
6.4906808,5.408900666666667,0.75927805
6.6044462,5.503705166666667,0.89689719
6.694709,5.578924166666667,1.07722573
6.81279,5.677325,1.10569866
6.8876682,5.7397235,1.02027988
7.0051172,5.8375976666666665,0.82096939
7.1063297,5.921941416666667,0.93011561
7.1956125,5.99634375,1.04400732
7.2851525,6.070960416666667,1.01553439
7.3967569,6.163964083333333,1.0107889
7.4939907,6.24499225,0.99655244
7.5886064,6.323838666666667,0.87791524
7.6861576,6.405131333333333,0.87316976
7.8044744,6.503728666666667,0.60742244
7.8992608,6.582717333333334,0.69284122
7.9937046,6.6614205,0.91587915
8.0886393,6.740532750000001,0.78775098
8.1832633,6.819386083333334,0.75453256
8.2797282,6.899773499999999,0.94435207
8.4076486,7.006373833333334,0.90164268
8.4873623,7.072801916666666,0.84469683
8.5826383,7.152198583333333,1.06773476
8.68092,7.234100000000001,1.14840805
8.7785275,7.315439583333333,1.19586293
8.8772023,7.397668583333334,1.27179073
8.9937759,7.49481325,0.84944232
9.0900408,7.5750340000000005,0.92062463
9.1872471,7.656039250000001,0.972825
9.2857421,7.738118416666667,0.86842427
9.38575,7.821458333333333,0.84944232
9.4881007,7.906750583333334,1.01553439
9.5899795,7.991649583333333,0.79249646
9.7014004,8.084500333333335,0.93011561
9.8079246,8.173270500000001,1.00129793
9.9126003,8.26050025,0.79724195
10.0205545,8.350462083333333,0.56945854
10.1312782,8.442731833333335,0.83520585
10.2408814,8.534067833333333,1.15315354
10.3540557,8.62837975,0.95858854
10.3830786,8.6525655,0.86842427
10.5478434,8.7898695,0.70707768
10.5798025,8.816502083333333,0.69284122
10.7448208,8.954017333333333,0.90164268
10.7804701,8.983725083333335,0.93011561
10.9437527,9.119793916666666,0.83046037
11.0567827,9.213985583333333,0.83520585
11.0798094,9.2331745,0.82096939
11.2565903,9.380491916666667,1.1294261
11.2804078,9.400339833333334,1.02502537
11.377651,9.481375833333335,1.02502537
11.5454675,9.621222916666667,0.93011561
11.5776226,9.648018833333333,1.16739
11.7486993,9.79058275,0.83046037
11.8636653,9.886387749999999,0.82571488
11.9607253,9.967271083333333,0.8162239
11.9859256,9.988271333333334,0.78300549
12.1634071,10.136172583333334,1.00604341
12.2841821,10.236818416666667,1.22908134
12.3950579,10.329214916666666,0.93011561
12.5067958,10.422329833333334,0.73080512
12.6208008,10.517334,0.78300549
12.7378393,10.614866083333332,0.91113366
12.859334,10.716111666666668,0.73555061
12.8854548,10.737879,0.76402354
12.9823382,10.818615166666666,0.91113366
13.1646171,10.970514249999999,1.00129793
13.1904834,10.9920695,0.82571488
13.2822791,11.068565916666667,0.99180695
13.3805824,11.150485333333334,0.95858854
13.5632125,11.302677083333334,0.98231598
13.5884034,11.323669500000001,0.94435207
13.6813232,11.401102666666667,0.92537012
13.7799259,11.483271583333334,1.05349829
13.8792607,11.566050583333334,0.94909756
13.978593,11.648827500000001,0.99655244
14.0780456,11.731704666666667,0.82571488
14.2607728,11.883977333333334,0.70707768
14.2876414,11.906367833333334,0.96807951
14.3882835,11.99023625,1.09620768
14.4880078,12.073339833333334,1.0487528
14.5857552,12.154796,0.94435207
14.6850242,12.237520166666668,1.05349829
14.7853349,12.321112416666667,1.18637195
14.8858612,12.404884333333335,0.92062463
14.9844606,12.4870505,1.13417159
15.0832524,12.569377,0.95384305
15.1831376,12.652614666666667,0.93960659
15.2863936,12.738661333333335,1.03451634
15.3897666,12.8248055,0.76876902
15.4893867,12.90782225,0.98706146
15.5866622,12.988885166666666,1.16739
15.6902553,13.07521275,0.77826
15.8181366,13.1817805,0.78300549
15.9500855,13.291737916666667,0.80673293
15.9808718,13.317393166666667,0.88266073
16.0806018,13.4005015,1.00604341
16.1891508,13.490959,1.02977085
16.2785915,13.565492916666669,0.95858854
16.379017,13.649180833333334,1.2053539
16.4789448,13.732454,0.75453256
16.5789009,13.815750750000001,0.86842427
16.6777371,13.898114250000003,0.95858854
16.7989448,13.999120666666668,1.01553439
16.899039,14.0825325,0.99180695
17.0043095,14.17025791666667,0.71182317
17.1322657,14.276888083333334,0.74504159
17.2395395,14.366282916666666,1.00604341
17.3736961,14.478080083333333,1.01553439
17.4032501,14.502708416666668,0.93011561
17.5046053,14.587171083333335,0.79724195
17.6075458,14.672954833333334,0.85893329
17.7111271,14.759272583333333,0.91113366
17.8152073,14.846006083333334,0.98706146
17.9215912,14.934659333333336,0.93960659
18.0281229,15.02343575,0.99180695
18.1340282,15.111690166666667,0.98231598
18.2416568,15.201380666666669,1.16739
18.3495357,15.291279750000001,1.05824378
18.4582397,15.381866416666668,0.97757049
18.56865,15.473875000000001,1.30500915
18.5816184,15.484682000000001,1.22433585
18.6837406,15.569783833333334,1.04400732
18.784044,15.653370000000002,1.15315354
18.9119509,15.759959083333335,0.98231598
19.0213645,15.851137083333334,0.86367878
19.1293691,15.941140916666669,1.04400732
19.2385371,16.03211425,1.20060841
19.3487797,16.123983083333336,1.18637195
19.4603694,16.216974500000003,0.98706146
19.5723601,16.310300083333335,0.92062463
19.5875307,16.32294225,1.02502537
19.680272,16.400226666666665,0.91113366
19.7869276,16.489106333333332,1.02027988
19.9036399,16.586366583333337,0.95384305
20.0176098,16.6813415,1.02027988
20.1279407,16.773283916666667,1.14366256
20.238469,16.865390833333333,1.14840805
20.3507356,16.958946333333333,1.03926183
20.4639134,17.053261166666665,1.25755427
20.5785669,17.14880575,1.18162646
20.5942713,17.16189275,1.0487528
20.6894519,17.24120991666667,1.11044415
20.79795,17.331625000000003,1.03451634
20.9256446,17.438037166666668,0.98231598
21.0702593,17.55854941666667,0.96333402
21.1901104,17.658425333333334,0.71182317
21.304621,17.753850833333335,0.77826
21.4165624,17.847135333333334,0.9348611
21.5309647,17.942470583333332,1.06773476
21.6470693,18.039224416666666,0.76402354
21.7636173,18.136347750000002,0.84944232
21.7789788,18.149149,1.03926183
21.8788761,18.23239675,1.18162646
21.9883285,18.323607083333336,0.98706146
22.1018772,18.418231000000002,0.94435207
22.2164633,18.513719416666667,0.98706146
22.3304639,18.60871991666667,0.98706146
22.4432593,18.702716083333335,0.69758671
22.5625761,18.802146750000002,0.48878524
22.5972951,18.831079250000002,0.79249646
22.6883116,18.906926333333335,0.95858854
22.8489384,19.040782000000004,0.86842427
22.970724,19.14227,0.62640439
23.006664,19.172220000000003,1.10569866
23.1216408,19.268034000000004,0.87316976
23.2374567,19.36454725,0.80673293
23.3547568,19.462297333333336,0.78775098
23.4745568,19.562130666666665,0.86842427
23.5943912,19.661992666666666,0.94435207
23.7049038,19.7540865,0.75453256
23.8233081,19.85275675,0.76402354
23.9762249,19.980187416666666,0.96807951
24.0127078,20.010589833333334,0.94909756
24.1353117,20.11275975,0.8541878
24.2553913,20.212826083333333,1.15789902
24.3772427,20.314368916666666,0.87791524
24.4924019,20.410334916666667,0.63114988
24.6093077,20.507756416666666,0.83046037
24.7274712,20.606226,0.83520585
24.8464959,20.705413250000003,0.83520585
24.9724656,20.810388,0.80673293
24.9876142,20.823011833333332,0.87791524
25.1241381,20.93678175,0.89689719
25.2466609,21.038884083333333,0.69284122
25.3695504,21.141292000000004,0.82571488
25.3852198,21.154349833333335,0.90638817
25.4887091,21.24059091666667,0.8162239
25.6046828,21.33723566666667,0.72605963
25.7273851,21.439487583333335,0.82096939
25.8873269,21.57277241666667,0.5077672
26.0444682,21.703723500000002,0.60267695
26.0837129,21.736427416666665,0.58844049
26.2039296,21.836608,0.38438451
26.3265947,21.93882891666667,0.48403976
26.3837923,21.986493583333335,0.72131415
26.6024112,22.168676,0.70707768
26.7275365,22.272947083333335,0.89215171
26.7786845,22.315570416666667,0.53624012
26.884449,22.4037075,0.89215171
27.0037622,22.503135166666667,0.73080512
27.1280398,22.606699833333334,0.71656866
27.253488,22.71124,0.83995134
27.3788657,22.815721416666666,0.78300549
27.4974372,22.914531,0.52200366
27.6173849,23.014487416666668,0.39862098
27.7381817,23.115151416666667,0.59793146
27.8621357,23.218446416666666,0.55522207
27.9881328,23.323444,0.71656866
28.1095688,23.42464066666667,0.56945854
28.231518,23.526265000000002,0.57420402
28.3551705,23.62930875,0.72605963
28.4785988,23.732165666666667,0.72605963
28.6092084,23.841007,0.49827622
28.770651,23.975542500000003,0.66436829
28.808704,24.007253333333335,0.83520585
28.9306904,24.108908666666668,0.76876902
29.0570929,24.214244083333334,0.7402961
29.1884777,24.323731416666668,0.69758671
29.3426933,24.45224441666667,0.47929427
29.4717473,24.559789416666668,0.7402961
29.488426,24.573688333333333,0.84469683
29.6004154,24.667012833333334,0.77826
29.7254244,24.771187,0.91587915
29.8518816,24.876568,1.01553439
29.9830917,24.98590975,0.56471305
30.1148028,25.095669,0.66911378
30.2446875,25.203906250000003,0.7402961
30.372525,25.3104375,0.54098561
30.5038007,25.41983391666667,0.56945854
30.6334663,25.527888583333333,0.80673293
30.6838399,25.569866583333333,0.94435207
30.7975114,25.664592833333334,0.5457311
30.9247312,25.770609333333333,0.53149463
31.0536385,25.878032083333334,0.76876902
31.1888617,25.990718083333334,0.43183939
31.317881,26.098234166666668,0.70707768
31.4476617,26.20638475,0.89215171
31.5811492,26.317624333333335,0.55996756
31.7088585,26.42404875,0.5077672
31.8388513,26.532376083333336,0.63114988
31.9719907,26.643325583333333,0.70707768
31.9879629,26.65663575,0.71182317
32.1040471,26.753372583333338,0.75453256
32.2445523,26.870460250000004,0.53624012
32.3821326,26.9851105,0.63589537
32.5122828,27.093569000000002,0.68335024
32.6482133,27.20684441666667,0.81147841
32.6911586,27.24263216666667,0.90638817
32.8211179,27.35093158333333,0.60742244
32.9829264,27.485771999999997,0.7402961
33.1578925,27.631577083333337,0.74504159
33.2023508,27.668625666666667,0.45556683
33.3374811,27.78123425,0.86367878
33.4739554,27.894962833333334,0.72131415
33.492361,27.910300833333338,0.50302171
33.6073067,28.00608891666667,0.65013183
33.7409109,28.117425750000002,0.59318598
33.8754866,28.22957216666667,0.6596228
33.8909327,28.24244391666667,0.55522207
34.0167145,28.347262083333334,0.79724195
34.1514758,28.45956316666667,0.87791524
34.2927351,28.577279250000004,0.68335024
34.4288087,28.690673916666665,0.73080512
34.5660459,28.80503825,0.74504159
34.5793707,28.81614225,0.83520585
34.7015833,28.917986083333336,0.61216793
34.8377225,29.031435416666667,0.53624012
34.9775435,29.14795291666667,0.69758671
35.1179969,29.26499741666667,0.55522207
35.2577095,29.38142458333333,0.6216589
35.4036611,29.50305091666667,0.76876902
35.541419,29.617849166666666,0.78300549
35.6825283,29.735440250000003,0.71656866
35.819998,29.849998333333332,0.76402354
35.959095,29.965912499999998,0.56471305
36.1027914,30.085659500000002,-0.26100183
36.241462,30.201218333333333,-20.46254341
36.2847755,30.23731291666667,-95.11855754
36.3823582,30.318631833333335,-176.69349289
36.5325424,30.44378533333333,-207.37307155
36.5839786,30.486648833333337,-239.17733081
36.6833497,30.569458083333334,-276.5717747
36.8288398,30.690699833333333,-292.07053787
36.8790028,30.732502333333336,-305.13961129
36.9808755,30.817396250000005,-317.74837238
37.095819,30.9131825,-322.04303884
37.1786641,30.982220083333335,-321.4356164
37.3737764,31.144813666666664,-322.92095409
37.3893682,31.157806833333336,-323.79886933
37.4786863,31.232238583333334,-325.08964201
37.6511214,31.375934500000003,-327.48136787
37.6868643,31.405720250000005,-328.4019925
37.7897756,31.491479666666667,-329.78767494
37.9426112,31.61884266666667,-334.77518262
37.9869559,31.655796583333334,-339.01764872
38.0954511,31.74620925,-341.10091786
38.2236045,31.853003750000003,-347.61647262
38.2855158,31.9045965,-360.66656408
38.3828615,31.985717916666665,-361.58718871
38.4972877,32.08107308333334,-361.19805871
38.5828829,32.15240241666667,-361.17907676
38.7809253,32.31743775,-360.86112908
38.8906738,32.408894833333335,-368.95693127
38.9971419,32.49761825,-380.94877895
39.0811778,32.567648166666665,-390.64381054
39.2780989,32.73174908333334,-412.10765187
39.3823831,32.81865258333333,-429.51884663
39.5537657,32.96147141666667,-471.21270247
39.5792674,32.982722833333334,-541.92047075
39.6792085,33.06600708333334,-507.70550369
39.8260566,33.1883805,-444.21562236
39.8877158,33.23976316666667,-481.89479552
39.9845418,33.320451500000004,-599.18427208
40.1307453,33.442287750000006,-746.12830194
40.1872423,33.48936858333334,-902.99514678
40.2853557,33.57112975,-1063.22654249
40.4139902,33.67832516666667,-1223.61453929
40.4854534,33.737877833333336,-1383.83169852
40.6961542,33.913461833333336,-1716.96494237
40.7846964,33.987247,-2066.84975815
40.9692816,34.141068000000004,-2242.64160837
40.9814049,34.151170750000006,-2419.25917345
41.0842823,34.23690191666667,-2596.22315915
41.2482867,34.37357225,-2777.96585107
41.2823396,34.40194966666667,-2969.6645764
41.3838279,34.486523250000005,-3164.32923161
41.5303149,34.60859575,-3351.04994023
41.5841985,34.653498750000004,-3537.50015605
41.6816409,34.73470075,-3733.44609297
41.8018198,34.83484983333333,-3937.16039342
41.8824734,34.90206116666667,-4138.82938862
42.0801543,35.06679525,-4513.09652075
42.1811914,35.15099283333334,-4905.4866708
42.3537693,35.294807750000004,-5108.51762101
42.3802269,35.31685575,-5306.98815743
42.4803274,35.40027283333333,-5502.08939752
42.6394093,35.53284108333333,-5699.87183821
42.6792847,35.566070583333335,-5899.45756427
42.7836796,35.653066333333335,-6098.46434082
42.9194317,35.766193083333334,-6297.96939359
42.9798552,35.816546,-6497.4602099
43.0781992,35.89849933333333,-6696.55715071
43.1951685,35.995973750000005,-6901.94660836
43.2812266,36.067688833333335,-7115.58372381
43.3804636,36.15038633333334,-7329.75233389
43.5152115,36.26267625,-7749.36734747
43.5812445,36.31770375,-7961.35777865